date,Real Middle Band,Real Lower Band,Real Upper Band
2018-03-22 12:11,90.4785,90.3119,90.6451
2018-03-22 12:12,90.4885,90.3276,90.6494
2018-03-22 12:13,90.5015,90.3904,90.6127
2018-03-22 12:14,90.4995,90.3806,90.6184
2018-03-22 12:15,90.4805,90.3466,90.6144
2018-03-22 12:16,90.459,90.2923,90.6257
2018-03-22 12:17,90.4665,90.274,90.659
2018-03-22 12:18,90.491,90.2318,90.7501
2018-03-22 12:19,90.5225,90.2041,90.8409
2018-03-22 12:20,90.544,90.2165,90.8715
2018-03-22 12:21,90.568,90.2059,90.93
2018-03-22 12:22,90.608,90.1955,91.0204
2018-03-22 12:23,90.6465,90.2358,91.0572
2018-03-22 12:24,90.6845,90.3108,91.0582
2018-03-22 12:25,90.7265,90.4143,91.0387
2018-03-22 12:26,90.788,90.6259,90.9501
2018-03-22 12:27,90.8175,90.6556,90.9794
2018-03-22 12:28,90.831,90.6697,90.9923
2018-03-22 12:29,90.8545,90.6543,91.0547
2018-03-22 12:30,90.885,90.7125,91.0575
2018-03-22 12:31,90.906,90.7289,91.083
2018-03-22 12:32,90.9085,90.7306,91.0864
2018-03-22 12:33,90.918,90.7513,91.0847
2018-03-22 12:34,90.9456,90.803,91.0881
2018-03-22 12:35,90.9726,90.8587,91.0864
2018-03-22 12:36,90.9916,90.8575,91.1256
2018-03-22 12:37,91.0141,90.8446,91.1835
2018-03-22 12:38,91.0366,90.8797,91.1934
2018-03-22 12:39,91.0381,90.881,91.1951
2018-03-22 12:40,91.0441,90.8918,91.1963
2018-03-22 12:41,91.0446,90.8928,91.1964
2018-03-22 12:42,91.0536,90.9192,91.188
2018-03-22 12:43,91.0606,90.952,91.1692
2018-03-22 12:44,91.0535,90.931,91.176
2018-03-22 12:45,91.0465,90.9184,91.1746
2018-03-22 12:46,91.028,90.889,91.167
2018-03-22 12:47,91.0165,90.9137,91.1193
2018-03-22 12:48,91.014,90.9201,91.1079
2018-03-22 12:49,91.013,90.9205,91.1055
2018-03-22 12:50,91.0175,90.9162,91.1188
2018-03-22 12:51,91.033,90.8966,91.1694
2018-03-22 12:52,91.0545,90.8705,91.2385
2018-03-22 12:53,91.075,90.8832,91.2668
2018-03-22 12:54,91.0875,90.9103,91.2647
2018-03-22 12:55,91.1025,90.9358,91.2692
2018-03-22 12:56,91.13,91.0036,91.2564
2018-03-22 12:57,91.126,90.9889,91.2631
2018-03-22 12:58,91.1195,90.9705,91.2685
2018-03-22 12:59,91.1145,90.9525,91.2766
2018-03-22 13:00,91.107,90.9336,91.2804
2018-03-22 13:01,91.075,90.8496,91.3004
2018-03-22 13:02,91.0315,90.7835,91.2795
2018-03-22 13:03,90.991,90.7249,91.2571
2018-03-22 13:04,90.9543,90.654,91.2546
2018-03-22 13:05,90.9193,90.6325,91.2062
2018-03-22 13:06,90.8773,90.6504,91.1043
2018-03-22 13:07,90.8553,90.646,91.0647
2018-03-22 13:08,90.8288,90.6468,91.0109
2018-03-22 13:09,90.8138,90.6659,90.9617
2018-03-22 13:10,90.7978,90.7204,90.8752
2018-03-22 13:11,90.7938,90.7239,90.8638
2018-03-22 13:12,90.7913,90.7214,90.8613
2018-03-22 13:13,90.7903,90.7195,90.8612
2018-03-22 13:14,90.813,90.7064,90.9196
2018-03-22 13:15,90.8405,90.6574,91.0236
2018-03-22 13:16,90.874,90.6337,91.1144
2018-03-22 13:17,90.891,90.65,91.1321
2018-03-22 13:18,90.913,90.684,91.1421
2018-03-22 13:19,90.922,90.6982,91.1459
2018-03-22 13:20,90.9255,90.7052,91.1458
2018-03-22 13:21,90.9275,90.7111,91.1439
2018-03-22 13:22,90.948,90.7537,91.1424
2018-03-22 13:23,90.985,90.7997,91.1704
2018-03-22 13:24,90.999,90.8054,91.1927
2018-03-22 13:25,91.01,90.7917,91.2283
2018-03-22 13:26,91.0135,90.7876,91.2394
2018-03-22 13:27,91.0335,90.7917,91.2753
2018-03-22 13:28,91.056,90.797,91.315
2018-03-22 13:29,91.088,90.8203,91.3557
2018-03-22 13:30,91.1255,90.8777,91.3733
2018-03-22 13:31,91.1735,90.9978,91.3492
2018-03-22 13:32,91.202,91.0711,91.3329
2018-03-22 13:33,91.205,91.0787,91.3313
2018-03-22 13:34,91.2135,91.1099,91.3171
2018-03-22 13:35,91.226,91.1141,91.3379
2018-03-22 13:36,91.25,91.1134,91.3866
2018-03-22 13:37,91.271,91.1258,91.4162
2018-03-22 13:38,91.286,91.1401,91.4319
2018-03-22 13:39,91.2925,91.1478,91.4371
2018-03-22 13:40,91.2975,91.1542,91.4407
2018-03-22 13:41,91.2925,91.1478,91.4371
2018-03-22 13:42,91.2945,91.1506,91.4384
2018-03-22 13:43,91.3025,91.1798,91.4251
2018-03-22 13:44,91.313,91.2218,91.4041
2018-03-22 13:45,91.313,91.2218,91.4041
2018-03-22 13:46,91.309,91.2289,91.3891
2018-03-22 13:47,91.296,91.2245,91.3675
2018-03-22 13:48,91.2865,91.2242,91.3487
2018-03-22 13:49,91.275,91.1974,91.3526
2018-03-22 13:50,91.263,91.1744,91.3516
2018-03-22 13:51,91.254,91.1492,91.3588
2018-03-22 13:52,91.245,91.1387,91.3513
2018-03-22 13:53,91.243,91.1364,91.3496
2018-03-22 13:54,91.239,91.1353,91.3427
2018-03-22 13:55,91.231,91.1353,91.3267
2018-03-22 13:56,91.2095,91.1365,91.2825
2018-03-22 13:57,91.2065,91.1381,91.2749
2018-03-22 13:58,91.2015,91.1428,91.2602
2018-03-22 13:59,91.1955,91.1262,91.2648
2018-03-22 14:00,91.1925,91.1199,91.2651
2018-03-22 14:01,91.1865,91.0991,91.2739
2018-03-22 14:02,91.1895,91.0985,91.2805
2018-03-22 14:03,91.1775,91.0796,91.2754
2018-03-22 14:04,91.1685,91.0791,91.2579
2018-03-22 14:05,91.1615,91.0785,91.2445
2018-03-22 14:06,91.1565,91.0625,91.2505
2018-03-22 14:07,91.1375,91.0271,91.2479
2018-03-22 14:08,91.1165,90.9905,91.2425
2018-03-22 14:09,91.1081,90.9783,91.2379
2018-03-22 14:10,91.0936,90.958,91.2292
2018-03-22 14:11,91.0756,90.9092,91.242
2018-03-22 14:12,91.0506,90.9116,91.1896
2018-03-22 14:13,91.0371,90.8976,91.1766
2018-03-22 14:14,91.0241,90.9066,91.1416
2018-03-22 14:15,91.0141,90.9285,91.0997
2018-03-22 14:16,91.0156,90.9247,91.1065
2018-03-22 14:17,91.0136,90.9232,91.104
2018-03-22 14:18,91.0191,90.926,91.1122
2018-03-22 14:19,91.0165,90.9263,91.1067
2018-03-22 14:20,91.016,90.9257,91.1063
2018-03-22 14:21,91.016,90.9257,91.1063
2018-03-22 14:22,91.015,90.9229,91.1071
2018-03-22 14:23,91.0075,90.8939,91.1211
2018-03-22 14:24,90.991,90.8459,91.1361
2018-03-22 14:25,90.972,90.8136,91.1304
2018-03-22 14:26,90.95,90.8086,91.0914
2018-03-22 14:27,90.922,90.7355,91.1085
2018-03-22 14:28,90.8975,90.7234,91.0716
2018-03-22 14:29,90.8695,90.6997,91.0393
2018-03-22 14:30,90.8405,90.6776,91.0034
2018-03-22 14:31,90.818,90.6488,90.9872
2018-03-22 14:32,90.797,90.6592,90.9348
2018-03-22 14:33,90.788,90.6677,90.9083
2018-03-22 14:34,90.7879,90.6678,90.908
2018-03-22 14:35,90.7809,90.6707,90.8911
2018-03-22 14:36,90.7669,90.6769,90.8569
2018-03-22 14:37,90.7789,90.6802,90.8776
2018-03-22 14:38,90.7899,90.6601,90.9197
2018-03-22 14:39,90.8079,90.657,90.9588
2018-03-22 14:40,90.8264,90.6778,90.975
2018-03-22 14:41,90.8429,90.717,90.9688
2018-03-22 14:42,90.8599,90.7375,90.9823
2018-03-22 14:43,90.8649,90.747,90.9828
2018-03-22 14:44,90.8625,90.7429,90.9821
2018-03-22 14:45,90.8755,90.7621,90.9889
2018-03-22 14:46,90.8925,90.823,90.962
2018-03-22 14:47,90.9012,90.8334,90.9691
2018-03-22 14:48,90.9102,90.8161,91.0044
2018-03-22 14:49,90.9282,90.7753,91.0811
2018-03-22 14:50,90.9387,90.7794,91.0981
2018-03-22 14:51,90.9467,90.7941,91.0994
2018-03-22 14:52,90.9442,90.7898,91.0987
2018-03-22 14:53,90.9442,90.7898,91.0987
2018-03-22 14:54,90.9507,90.8113,91.0902
2018-03-22 14:55,90.9352,90.7566,91.1138
2018-03-22 14:56,90.9194,90.7095,91.1294
2018-03-22 14:57,90.8942,90.6424,91.146
2018-03-22 14:58,90.8652,90.6067,91.1237
2018-03-22 14:59,90.8202,90.5931,91.0473
2018-03-22 15:00,90.7852,90.579,90.9914
2018-03-22 15:01,90.7587,90.5774,90.94
2018-03-22 15:02,90.7342,90.5736,90.8948
2018-03-22 15:03,90.7342,90.5736,90.8948
2018-03-22 15:04,90.7302,90.5845,90.8759
2018-03-22 15:05,90.7332,90.5836,90.8828
2018-03-22 15:06,90.736,90.584,90.888
2018-03-22 15:07,90.7305,90.5679,90.8931
2018-03-22 15:08,90.7265,90.5611,90.8919
2018-03-22 15:09,90.7225,90.5492,90.8958
2018-03-22 15:10,90.7175,90.5346,90.9004
2018-03-22 15:11,90.71,90.5166,90.9034
2018-03-22 15:12,90.712,90.5203,90.9037
2018-03-22 15:13,90.686,90.5119,90.8601
2018-03-22 15:14,90.6645,90.5308,90.7982
2018-03-22 15:15,90.638,90.5135,90.7625
2018-03-22 15:16,90.606,90.4794,90.7326
2018-03-22 15:17,90.588,90.4324,90.7436
2018-03-22 15:18,90.568,90.4134,90.7226
2018-03-22 15:19,90.54,90.3388,90.7412
2018-03-22 15:20,90.5225,90.3183,90.7267
2018-03-22 15:21,90.502,90.2959,90.7081
2018-03-22 15:22,90.4805,90.3117,90.6493
2018-03-22 15:23,90.4655,90.3163,90.6147
2018-03-22 15:24,90.4655,90.3163,90.6147
2018-03-22 15:25,90.4635,90.3173,90.6097
2018-03-22 15:26,90.4689,90.3197,90.6181
2018-03-22 15:27,90.4629,90.3065,90.6193
2018-03-22 15:28,90.4503,90.2816,90.619
2018-03-22 15:29,90.4558,90.2986,90.6129
2018-03-22 15:30,90.4543,90.296,90.6125
2018-03-22 15:31,90.4513,90.2884,90.6141
2018-03-22 15:32,90.4288,90.2231,90.6344
2018-03-22 15:33,90.4173,90.2049,90.6296
2018-03-22 15:34,90.3893,90.2362,90.5423
2018-03-22 15:35,90.3743,90.2438,90.5047
2018-03-22 15:36,90.3484,90.2376,90.4592
2018-03-22 15:37,90.3319,90.2031,90.4607
2018-03-22 15:38,90.3215,90.185,90.458
2018-03-22 15:39,90.306,90.1712,90.4408
2018-03-22 15:40,90.278,90.1336,90.4224
2018-03-22 15:41,90.2475,90.0723,90.4227
2018-03-22 15:42,90.2365,90.0476,90.4254
2018-03-22 15:43,90.227,90.0496,90.4044
2018-03-22 15:44,90.2003,90.0309,90.3698
2018-03-22 15:45,90.1828,90.051,90.3146
2018-03-22 15:46,90.1603,90.0099,90.3107
2018-03-22 15:47,90.1283,89.9212,90.3355
2018-03-22 15:48,90.1083,89.9138,90.3028
2018-03-22 15:49,90.0863,89.9072,90.2654
2018-03-22 15:50,90.0783,89.9024,90.2543
2018-03-22 15:51,90.0838,89.9058,90.2618
2018-03-22 15:52,90.0898,89.9022,90.2774
2018-03-22 15:53,90.0866,89.9086,90.2645
2018-03-22 15:54,90.0768,89.8907,90.2628
2018-03-22 15:55,90.0588,89.8836,90.2339
2018-03-22 15:56,90.0478,89.8539,90.2416
2018-03-22 15:57,90.0413,89.8256,90.257
2018-03-22 15:58,90.0363,89.8193,90.2532
2018-03-22 15:59,90.0193,89.775,90.2636
2018-03-22 16:00,89.9923,89.7145,90.27
2018-03-23 09:30,89.9228,89.5018,90.3438
2018-03-23 09:31,89.8648,89.4472,90.2823
2018-03-23 09:32,89.809,89.4438,90.1742
2018-03-23 09:33,89.7915,89.4475,90.1355
2018-03-23 09:34,89.801,89.4298,90.1722
2018-03-23 09:35,89.835,89.3748,90.2952
2018-03-23 09:36,89.872,89.3596,90.3844
2018-03-23 09:37,89.906,89.3238,90.4882
2018-03-23 09:38,89.961,89.3104,90.6116
2018-03-23 09:39,90.015,89.341,90.689
2018-03-23 09:40,90.0925,89.5376,90.6474
2018-03-23 09:41,90.1345,89.6771,90.5919
2018-03-23 09:42,90.18,89.8523,90.5077
2018-03-23 09:43,90.2155,89.9907,90.4403
2018-03-23 09:44,90.2125,89.9809,90.4441
2018-03-23 09:45,90.1795,89.8961,90.4629
2018-03-23 09:46,90.1555,89.8469,90.464
2018-03-23 09:47,90.1065,89.7759,90.4371
2018-03-23 09:48,90.0545,89.7637,90.3453
2018-03-23 09:49,90.0021,89.7414,90.2627
2018-03-23 09:50,89.9766,89.7531,90.2001
2018-03-23 09:51,89.9711,89.7504,90.1917
2018-03-23 09:52,89.9636,89.757,90.1702
2018-03-23 09:53,89.9521,89.7848,90.1194
2018-03-23 09:54,89.9601,89.7656,90.1545
2018-03-23 09:55,89.9851,89.752,90.2181
2018-03-23 09:56,90.0101,89.7384,90.2817
2018-03-23 09:57,90.0571,89.7519,90.3623
2018-03-23 09:58,90.0911,89.7968,90.3853
2018-03-23 09:59,90.1245,89.8997,90.3493
2018-03-23 10:00,90.1405,89.9471,90.3339
2018-03-23 10:01,90.153,89.9903,90.3157
2018-03-23 10:02,90.177,90.0233,90.3306
2018-03-23 10:03,90.1825,90.0427,90.3223
2018-03-23 10:04,90.1715,90.0079,90.3351
2018-03-23 10:05,90.1585,89.9797,90.3373
2018-03-23 10:06,90.1235,89.8809,90.3661
2018-03-23 10:07,90.0705,89.7936,90.3474
2018-03-23 10:08,90.031,89.7384,90.3236
2018-03-23 10:09,90.006,89.7122,90.2997
2018-03-23 10:10,89.9765,89.6715,90.2815
2018-03-23 10:11,89.9605,89.6665,90.2545
2018-03-23 10:12,89.917,89.7006,90.1335
2018-03-23 10:13,89.8865,89.7075,90.0655
2018-03-23 10:14,89.8615,89.7071,90.016
2018-03-23 10:15,89.8315,89.7266,89.9365
2018-03-23 10:16,89.8325,89.7259,89.9391
2018-03-23 10:17,89.8305,89.7202,89.9409
2018-03-23 10:18,89.831,89.7207,89.9414
2018-03-23 10:19,89.807,89.6601,89.954
2018-03-23 10:20,89.7865,89.5983,89.9747
2018-03-23 10:21,89.7515,89.5604,89.9426
2018-03-23 10:22,89.726,89.5189,89.9331
2018-03-23 10:23,89.722,89.52,89.924
2018-03-23 10:24,89.716,89.519,89.913
2018-03-23 10:25,89.7025,89.4983,89.9067
2018-03-23 10:26,89.6905,89.5177,89.8633
2018-03-23 10:27,89.6845,89.5192,89.8498
2018-03-23 10:28,89.6835,89.5216,89.8454
2018-03-23 10:29,89.6985,89.5245,89.8725
2018-03-23 10:30,89.7195,89.5426,89.8964
2018-03-23 10:31,89.7395,89.5815,89.8975
2018-03-23 10:32,89.7615,89.6418,89.8812
2018-03-23 10:33,89.775,89.6274,89.9226
2018-03-23 10:34,89.782,89.6369,89.9271
2018-03-23 10:35,89.8055,89.7079,89.9031
2018-03-23 10:36,89.815,89.7185,89.9115
2018-03-23 10:37,89.835,89.7518,89.9182
2018-03-23 10:38,89.843,89.7521,89.9339
2018-03-23 10:39,89.852,89.7621,89.9419
2018-03-23 10:40,89.854,89.7662,89.9418
2018-03-23 10:41,89.8795,89.7453,90.0136
2018-03-23 10:42,89.905,89.7462,90.0637
2018-03-23 10:43,89.9195,89.7384,90.1005
2018-03-23 10:44,89.934,89.7712,90.0967
2018-03-23 10:45,89.9524,89.79,90.1149
2018-03-23 10:46,89.9784,89.8039,90.1529
2018-03-23 10:47,90.0029,89.8064,90.1995
2018-03-23 10:48,90.0149,89.8307,90.1992
2018-03-23 10:49,90.0275,89.8629,90.192
2018-03-23 10:50,90.041,89.9252,90.1567
2018-03-23 10:51,90.022,89.8614,90.1826
2018-03-23 10:52,90.0165,89.8571,90.1759
2018-03-23 10:53,90.0275,89.8466,90.2084
2018-03-23 10:54,90.0465,89.8643,90.2287
2018-03-23 10:55,90.06,89.8638,90.2563
2018-03-23 10:56,90.066,89.86,90.272
2018-03-23 10:57,90.0675,89.8587,90.2763
2018-03-23 10:58,90.0815,89.8686,90.2944
2018-03-23 10:59,90.111,89.8641,90.3579
2018-03-23 11:00,90.1455,89.8881,90.4029
2018-03-23 11:01,90.192,90.0022,90.3818
2018-03-23 11:02,90.217,90.0751,90.3589
2018-03-23 11:03,90.2255,90.0882,90.3628
2018-03-23 11:04,90.231,90.1046,90.3574
2018-03-23 11:05,90.24,90.1196,90.3604
2018-03-23 11:06,90.243,90.1278,90.3582
2018-03-23 11:07,90.241,90.1203,90.3617
2018-03-23 11:08,90.2425,90.1255,90.3595
2018-03-23 11:09,90.2285,90.1137,90.3433
2018-03-23 11:10,90.2065,90.086,90.3269
2018-03-23 11:11,90.1815,90.0619,90.3011
2018-03-23 11:12,90.17,90.057,90.283
2018-03-23 11:13,90.1474,90.0147,90.2801
2018-03-23 11:14,90.1324,89.9889,90.2759
2018-03-23 11:15,90.1234,90.0037,90.243
2018-03-23 11:16,90.1249,90.0009,90.2489
2018-03-23 11:17,90.1199,89.9963,90.2435
2018-03-23 11:18,90.114,89.996,90.232
2018-03-23 11:19,90.113,89.9968,90.2292
2018-03-23 11:20,90.125,89.9929,90.257
2018-03-23 11:21,90.136,90.0058,90.2662
2018-03-23 11:22,90.1295,89.9934,90.2656
2018-03-23 11:23,90.1386,90.0226,90.2546
2018-03-23 11:24,90.1386,90.0226,90.2546
2018-03-23 11:25,90.1276,90.0049,90.2503
2018-03-23 11:26,90.1171,90.011,90.2232
2018-03-23 11:27,90.1141,90.0046,90.2236
2018-03-23 11:28,90.12,90.0045,90.2355
2018-03-23 11:29,90.1035,89.9699,90.2371
2018-03-23 11:30,90.078,89.9457,90.2103
2018-03-23 11:31,90.052,89.9084,90.1956
2018-03-23 11:32,90.0395,89.8831,90.1959
2018-03-23 11:33,90.017,89.8438,90.1902
2018-03-23 11:34,90.002,89.8141,90.1899
2018-03-23 11:35,89.9885,89.7998,90.1772
2018-03-23 11:36,89.967,89.7923,90.1417
2018-03-23 11:37,89.949,89.7837,90.1143
2018-03-23 11:38,89.921,89.8507,89.9913
2018-03-23 11:39,89.8915,89.7544,90.0286
2018-03-23 11:40,89.853,89.6305,90.0755
2018-03-23 11:41,89.822,89.5622,90.0818
2018-03-23 11:42,89.7805,89.4827,90.0783
2018-03-23 11:43,89.73,89.3582,90.1018
2018-03-23 11:44,89.671,89.2373,90.1047
2018-03-23 11:45,89.6085,89.1594,90.0576
2018-03-23 11:46,89.5455,89.1009,89.9901
2018-03-23 11:47,89.4941,89.1054,89.8828
2018-03-23 11:48,89.4286,89.1196,89.7376
2018-03-23 11:49,89.3836,89.1178,89.6495
2018-03-23 11:50,89.3406,89.0765,89.6046
2018-03-23 11:51,89.2916,89.0667,89.5164
2018-03-23 11:52,89.2431,89.0364,89.4498
2018-03-23 11:53,89.2106,88.9981,89.4231
2018-03-23 11:54,89.2036,88.9989,89.4083
2018-03-23 11:55,89.192,88.9976,89.3864
2018-03-23 11:56,89.177,88.9859,89.3682
2018-03-23 11:57,89.1574,89.019,89.2958
2018-03-23 11:58,89.1444,89.0154,89.2734
2018-03-23 11:59,89.1354,89.026,89.2448
2018-03-23 12:00,89.1194,88.9805,89.2584
2018-03-23 12:01,89.1224,88.9823,89.2626
2018-03-23 12:02,89.1479,88.9828,89.313
2018-03-23 12:03,89.1724,88.9973,89.3475
2018-03-23 12:04,89.1724,88.9973,89.3475
2018-03-23 12:05,89.176,88.9986,89.3534
2018-03-23 12:06,89.179,89.0045,89.3535
2018-03-23 12:07,89.1691,88.9849,89.3532
2018-03-23 12:08,89.1857,88.9959,89.3754
2018-03-23 12:09,89.2027,88.9955,89.4098
2018-03-23 12:10,89.2317,89.0772,89.3861
2018-03-23 12:11,89.2387,89.0936,89.3837
2018-03-23 12:12,89.2297,89.0898,89.3695
2018-03-23 12:13,89.2087,89.055,89.3623
2018-03-23 12:14,89.2007,89.044,89.3573
2018-03-23 12:15,89.2077,89.0421,89.3732
2018-03-23 12:16,89.2237,89.0527,89.3946
2018-03-23 12:17,89.2371,89.0945,89.3797
2018-03-23 12:18,89.2175,89.05,89.385
2018-03-23 12:19,89.1955,89.0352,89.3558
2018-03-23 12:20,89.176,89.0141,89.3379
2018-03-23 12:21,89.1755,89.0142,89.3368
2018-03-23 12:22,89.1745,89.0139,89.3351
2018-03-23 12:23,89.1885,89.0356,89.3414
2018-03-23 12:24,89.2075,89.0328,89.3822
2018-03-23 12:25,89.2175,89.0157,89.4193
2018-03-23 12:26,89.2355,88.9792,89.4918
2018-03-23 12:27,89.266,88.9591,89.5729
2018-03-23 12:28,89.307,89.0009,89.6131
2018-03-23 12:29,89.3505,89.0451,89.6559
2018-03-23 12:30,89.393,89.1322,89.6538
2018-03-23 12:31,89.4175,89.1835,89.6515
2018-03-23 12:32,89.4415,89.2579,89.6251
2018-03-23 12:33,89.4685,89.349,89.588
2018-03-23 12:34,89.4745,89.3775,89.5715
2018-03-23 12:35,89.4755,89.3819,89.5691
2018-03-23 12:36,89.4565,89.3166,89.5964
2018-03-23 12:37,89.4339,89.2711,89.5966
2018-03-23 12:38,89.4154,89.2407,89.59
2018-03-23 12:39,89.3849,89.205,89.5648
2018-03-23 12:40,89.3569,89.1764,89.5373
2018-03-23 12:41,89.3317,89.1455,89.5178
2018-03-23 12:42,89.3037,89.1071,89.5002
2018-03-23 12:43,89.2742,89.1205,89.4278
2018-03-23 12:44,89.2542,89.1205,89.3878
2018-03-23 12:45,89.2262,89.1103,89.342
2018-03-23 12:46,89.2152,89.1089,89.3214
2018-03-23 12:47,89.2128,89.1128,89.3127
2018-03-23 12:48,89.2038,89.1246,89.2829
2018-03-23 12:49,89.2078,89.1183,89.2972
2018-03-23 12:50,89.2068,89.1181,89.2954
2018-03-23 12:51,89.215,89.1132,89.3168
2018-03-23 12:52,89.2165,89.1176,89.3154
2018-03-23 12:53,89.222,89.1202,89.3238
2018-03-23 12:54,89.226,89.1248,89.3272
2018-03-23 12:55,89.2365,89.1637,89.3093
2018-03-23 12:56,89.2356,89.1605,89.3108
2018-03-23 12:57,89.2251,89.1431,89.3072
2018-03-23 12:58,89.2166,89.1165,89.3167
2018-03-23 12:59,89.2046,89.1091,89.3002
2018-03-23 13:00,89.2011,89.1056,89.2967
2018-03-23 13:01,89.1861,89.1051,89.2672
2018-03-23 13:02,89.1826,89.0971,89.2682
2018-03-23 13:03,89.1916,89.0659,89.3174
2018-03-23 13:04,89.2088,89.0272,89.3903
2018-03-23 13:05,89.2288,89.0052,89.4523
2018-03-23 13:06,89.2596,88.9902,89.529
2018-03-23 13:07,89.2881,89.0049,89.5714
2018-03-23 13:08,89.3231,89.0402,89.6061
2018-03-23 13:09,89.3571,89.0791,89.6352
2018-03-23 13:10,89.3966,89.1154,89.6778
2018-03-23 13:11,89.4396,89.2001,89.6792
2018-03-23 13:12,89.4946,89.309,89.6802
2018-03-23 13:13,89.5306,89.332,89.7293
2018-03-23 13:14,89.5535,89.3626,89.7444
2018-03-23 13:15,89.577,89.3977,89.7563
2018-03-23 13:16,89.5895,89.4189,89.7601
2018-03-23 13:17,89.6075,89.4637,89.7513
2018-03-23 13:18,89.623,89.5068,89.7392
2018-03-23 13:19,89.64,89.5553,89.7247
2018-03-23 13:20,89.655,89.5651,89.7449
2018-03-23 13:21,89.67,89.5927,89.7473
2018-03-23 13:22,89.668,89.5918,89.7442
2018-03-23 13:23,89.674,89.5785,89.7695
2018-03-23 13:24,89.6905,89.5704,89.8106
2018-03-23 13:25,89.725,89.504,89.946
2018-03-23 13:26,89.76,89.5107,90.0093
2018-03-23 13:27,89.782,89.5439,90.0201
2018-03-23 13:28,89.8045,89.5843,90.0247
2018-03-23 13:29,89.8305,89.6188,90.0422
2018-03-23 13:30,89.8435,89.6424,90.0446
2018-03-23 13:31,89.8644,89.6759,90.0529
2018-03-23 13:32,89.8839,89.7464,90.0214
2018-03-23 13:33,89.8859,89.7547,90.0171
2018-03-23 13:34,89.8814,89.737,90.0258
2018-03-23 13:35,89.8569,89.7218,89.992
2018-03-23 13:36,89.8409,89.7242,89.9576
2018-03-23 13:37,89.8349,89.7145,89.9553
2018-03-23 13:38,89.8209,89.684,89.9578
2018-03-23 13:39,89.7989,89.6687,89.9291
2018-03-23 13:40,89.7779,89.6277,89.9281
2018-03-23 13:41,89.7569,89.6427,89.8711
2018-03-23 13:42,89.7364,89.6342,89.8387
2018-03-23 13:43,89.7278,89.6307,89.8249
2018-03-23 13:44,89.7188,89.6187,89.819
2018-03-23 13:45,89.7168,89.6193,89.8144
2018-03-23 13:46,89.7173,89.6179,89.8167
2018-03-23 13:47,89.7133,89.6232,89.8035
2018-03-23 13:48,89.7173,89.6229,89.8117
2018-03-23 13:49,89.7323,89.6053,89.8593
2018-03-23 13:50,89.7623,89.5926,89.932
2018-03-23 13:51,89.7959,89.5555,90.0363
2018-03-23 13:52,89.8369,89.5653,90.1084
2018-03-23 13:53,89.8875,89.5527,90.2223
2018-03-23 13:54,89.9415,89.5906,90.2924
2018-03-23 13:55,90.0001,89.6098,90.3904
2018-03-23 13:56,90.0381,89.6554,90.4208
2018-03-23 13:57,90.0931,89.7344,90.4518
2018-03-23 13:58,90.1331,89.8509,90.4153
2018-03-23 13:59,90.1701,89.9508,90.3894
2018-03-23 14:00,90.2006,90.0337,90.3675
2018-03-23 14:01,90.2301,90.0726,90.3877
2018-03-23 14:02,90.2431,90.1237,90.3625
2018-03-23 14:03,90.2341,90.0943,90.374
2018-03-23 14:04,90.2156,90.0273,90.4039
2018-03-23 14:05,90.189,89.9956,90.3824
2018-03-23 14:06,90.172,89.9536,90.3904
2018-03-23 14:07,90.14,89.9124,90.3676
2018-03-23 14:08,90.117,89.8579,90.3761
2018-03-23 14:09,90.0865,89.8162,90.3568
2018-03-23 14:10,90.0565,89.8015,90.3115
2018-03-23 14:11,90.006,89.8104,90.2016
2018-03-23 14:12,89.9655,89.7799,90.1511
2018-03-23 14:13,89.926,89.7216,90.1304
2018-03-23 14:14,89.904,89.6996,90.1084
2018-03-23 14:15,89.864,89.6416,90.0864
2018-03-23 14:16,89.826,89.5935,90.0585
2018-03-23 14:17,89.784,89.5275,90.0405
2018-03-23 14:18,89.749,89.4863,90.0117
2018-03-23 14:19,89.7125,89.4564,89.9686
2018-03-23 14:20,89.666,89.4353,89.8967
2018-03-23 14:21,89.6365,89.4308,89.8422
2018-03-23 14:22,89.601,89.3945,89.8075
2018-03-23 14:23,89.5705,89.3563,89.7847
2018-03-23 14:24,89.541,89.3931,89.6889
2018-03-23 14:25,89.534,89.4037,89.6643
2018-03-23 14:26,89.517,89.4031,89.6309
2018-03-23 14:27,89.5135,89.403,89.624
2018-03-23 14:28,89.4985,89.3875,89.6095
2018-03-23 14:29,89.4975,89.3886,89.6064
2018-03-23 14:30,89.5105,89.3795,89.6415
2018-03-23 14:31,89.5135,89.3777,89.6493
2018-03-23 14:32,89.5345,89.3863,89.6827
2018-03-23 14:33,89.5505,89.4219,89.6791
2018-03-23 14:34,89.5445,89.4039,89.6851
2018-03-23 14:35,89.5375,89.3997,89.6753
2018-03-23 14:36,89.5295,89.3695,89.6895
2018-03-23 14:37,89.526,89.3642,89.6878
2018-03-23 14:38,89.539,89.3897,89.6883
2018-03-23 14:39,89.539,89.3897,89.6883
2018-03-23 14:40,89.534,89.3928,89.6752
2018-03-23 14:41,89.536,89.3917,89.6803
2018-03-23 14:42,89.536,89.3917,89.6803
2018-03-23 14:43,89.536,89.3917,89.6803
2018-03-23 14:44,89.539,89.4009,89.6771
2018-03-23 14:45,89.535,89.3927,89.6773
2018-03-23 14:46,89.535,89.3927,89.6773
